,i,smi,qed,logp,sas
0,0,COc1ccc(Nc2ccc(Cl)cc2Cl)cc1,0.8671219380203841,4.745600000000002,1.5144031203020951
1,1,CCOc1ccc(Nc2c(Cl)cccc2Cl)cc1,0.8383000629172989,5.135700000000003,1.6474724395665756
2,2,COc1ccc(Nc2cccc(Cl)c2Cl)cc1,0.8671219380203841,4.745600000000002,1.5866136972251716
3,3,COc1ccccccc(Nc2ccc(Cl)cc2)cc1,0.8349510660178321,5.216600000000003,1.7762812005283024
4,4,COc1ccc(Nc2ccccccc(Cl)cc2)cc1,0.8349510660178321,5.216600000000003,1.781022314586659
5,5,COc1ccc(Nc2ccccc(Cl)cccc2)cc1,0.834951066017832,5.216600000000004,1.7918819962842711
6,6,COc1cccccc(Nc2ccc(Cl)cc2)ccc1,0.8349510660178321,5.216600000000003,1.7978716514566866
7,7,COc1ccc(Cl)cccc(Nc2ccccc2)cc1,0.8349510660178321,5.216600000000003,1.7999509618015104
8,8,COc1ccccccccc1Nc1ccc(Cl)cc1,0.8349510660178321,5.216600000000003,1.8051862403161003
9,9,COc1ccc(Nc2ccccccccc2Cl)cc1,0.8349510660178321,5.216600000000003,1.8063488397855973
10,10,COc1ccc(Nc2cccccc(Cl)ccc2)cc1,0.8349510660178321,5.216600000000003,1.8073538795733946
11,11,COc1ccccccc(Nc2ccccc2Cl)cc1,0.8349510660178321,5.216600000000003,1.8124674074248546
12,12,COc1ccccc1Nc1ccccccc(Cl)cc1,0.8349510660178321,5.216600000000003,1.8160459220137142
13,13,COc1cccccccc(Nc2ccc(Cl)cc2)c1,0.8349510660178321,5.216600000000003,1.8166809352763131
14,14,COc1ccc(Nc2cccccccc(Cl)c2)cc1,0.8349510660178321,5.216600000000003,1.817000829175516
15,15,COc1ccc(NCc2ccccc(Cl)cccc2)cc1,0.8492614960021353,5.085100000000004,1.822226136496548
16,16,COc1cccccc(Cl)c(Nc2ccccc2)cc1,0.8349510660178321,5.216600000000003,1.825618866310796
17,17,COc1ccccc1Nc1ccccc(Cl)cccc1,0.8349510660178321,5.216600000000003,1.8269056037113263
18,18,COc1ccc(CNc2ccccccc(Cl)cc2)cc1,0.8492614960021353,5.085100000000004,1.827367372309915
19,19,COc1ccc(Nc2ccccc2)cccccc1Cl,0.8349510660178321,5.216600000000003,1.8325443305017775
20,20,COc1cccccc(Nc2ccccc2Cl)ccc1,0.8349510660178321,5.216600000000003,1.834057858353237
21,21,COc1ccccc(Cl)c(Nc2ccccc2)ccc1,0.834951066017832,5.216600000000004,1.834057858353237
22,22,COc1cccccc(Nc2ccccc2)ccc1Cl,0.8349510660178322,5.216600000000002,1.8380254976105306
23,23,COc1ccc(NCc2cccccc(Cl)ccc2)cc1,0.8492614960021353,5.085100000000004,1.8369371074927656
24,24,COc1cccc(Cl)ccccc1Nc1ccccc1,0.8349510660178321,5.216600000000003,1.8423774870004515
25,25,COc1ccccc1Nc1cccccc(Cl)ccc1,0.8349510660178321,5.216600000000003,1.8423774870004515
26,26,CCOc1ccc(Nc2ccc(Cl)cc2)cc1,0.8600356637760314,4.482300000000003,1.4123017466757233
27,27,COc1cccc(Nc2ccccccc(Cl)cc2)c1,0.8349510660178321,5.216600000000003,1.8430125002630504
28,28,COc1cccc(Nc2ccccc2)ccccc1Cl,0.8349510660178321,5.216600000000003,1.847340616973927
29,29,COc1ccc(Nc2cccc(C)ccc(Cl)cc2)cc1,0.804843800596785,5.525020000000004,1.8639736144284509
30,30,COc1ccccccc(Nc2ccccc2)cc1Cl,0.8349510660178321,5.216600000000003,1.8473931368678258
31,31,COc1ccc(Nc2cccc(Cl)ccc(C)cc2)cc1,0.804843800596785,5.525020000000004,1.864755922120759
32,32,COc1ccccc1Nc1cccccccc(Cl)c1,0.8349510660178321,5.216600000000003,1.8520244366025729
33,33,COc1cccccccc(Nc2ccccc2Cl)c1,0.8349510660178321,5.216600000000003,1.8528671421728653
34,34,COc1ccccccc(Cl)cc1Nc1ccccc1,0.8349510660178321,5.216600000000003,1.853086770820079
35,35,COc1cccc(Nc2ccccc(Cl)cccc2)c1,0.8349510660178321,5.216600000000003,1.8538721819606625
36,36,COc1ccc(Nc2cccc(Cl)ccc(F)cc2)cc1,0.8243225427193113,5.355700000000003,1.8869951528899893
37,37,COc1ccc(Nc2cccc(F)ccc(Cl)cc2)cc1,0.8243225427193113,5.355700000000003,1.8874982298130671
38,38,COc1cccccc(Cl)c(NCc2ccccc2)cc1,0.8492614960021354,5.085100000000003,1.8552775866857019
39,39,COc1ccccccccc1Nc1ccccc1Cl,0.8349510660178321,5.216600000000003,1.858486770820079
40,40,COc1ccccc1Nc1ccccccccc1Cl,0.8349510660178321,5.216600000000003,1.858486770820079
41,41,COc1ccccccccc1NCc1ccc(Cl)cc1,0.8492614960021354,5.085100000000003,1.8572932235078952
42,42,COc1cccccc(Nc2cccc(Cl)c2)ccc1,0.8349510660178321,5.216600000000003,1.8601817310322826
43,43,CCOc1ccccccc(Nc2ccc(Cl)cc2)cc1,0.7923523871043939,5.606700000000004,1.8487040684007088
44,44,COc1ccc(Nc2ccc(F)cccc(Cl)cc2)cc1,0.8243225427193113,5.355700000000003,1.8946543836592227
45,45,COc1ccccc1NCc1ccccc(Cl)cccc1,0.8492614960021353,5.085100000000004,1.8624775866857028
46,46,COc1ccccc(Cl)c(NCc2ccccc2)ccc1,0.8492614960021354,5.085100000000003,1.863301546332611
47,47,COc1ccccccccc1Nc1cccc(Cl)c1,0.8349510660178321,5.216600000000003,1.8674963198916998
