0,C1CCCCCCCCC1,[ 1. -5.] 
1,C1CCCCCCCC1,[ 1.  -4.9] 
2,CCc1ccccc1,[ 1.  -4.7] 
3,C1CCCCCCC1,[ 1.  -4.7] 
4,C1CCCCCC1,[ 1.  -4.2] 
5,Clc1ccccc1,[ 1.  -4.1] 
6,C1CCCCC1,[ 1.  -3.7] 
7,C1CCCC1,[ 1.  -3.5] 
8,CCCc1ccccc1,[ 1.0804144 -4.8      ] 
9,C1CCC1,[ 1.  -3.1] 
10,CC(=O)c1ccccc1,[ 1.09710924 -4.8       ] 
11,CCCCCc1ccccc1,[ 1.15422053 -5.7       ] 
12,Cc1ccccc1Cl,[ 1.17409295 -4.7       ] 
13,c1ccc(CN2CCC2)cc1,[ 1.1937037 -5.       ] 
14,COc1ccccc1Cl,[ 1.17616524 -4.5       ] 
15,Cc1ccccc1F,[ 1.19266567 -4.6       ] 
16,CCCCCCCc1ccccc1,[ 1.26038307 -5.9       ] 
17,c1ccc(CN2CCCCC2)cc1,[ 1.28371076 -6.2       ] 
18,c1ccc(CN2CCCC2)cc1,[ 1.24636079 -5.4       ] 
19,c1ccc(N2CCC2)cc1,[ 1.22670385 -4.8       ] 
20,CCCCCCOc1ccccc1,[ 1.27958914 -5.7       ] 
21,c1ccc(CN2CCCCCC2)cc1,[ 1.31978278 -6.5       ] 
22,CC(C)CCc1ccccc1,[ 1.29763458 -5.7       ] 
23,c1ccc(N2CCCC2)cc1,[ 1.28097236 -5.2       ] 
24,CCc1cccc(C)c1,[ 1.27210801 -5.        ] 
25,CCCCCCCCc1ccccc1,[ 1.30798565 -5.7       ] 
26,CCCCCCCCC,[ 1.26262129 -4.7       ] 
27,c1ccc(N2CCCCC2)cc1,[ 1.31391079 -5.6       ] 
28,c1ccc(N2CCCCCC2)cc1,[ 1.3460646 -6.1      ] 
29,c1ccc(CCN2CCC2)cc1,[ 1.32339607 -5.5       ] 
30,NCCc1ccccc1,[ 1.29227653 -4.7       ] 
31,COCCCCc1ccccc1,[ 1.32263255 -5.2       ] 
32,CCCCCCC,[ 1.26071347 -3.9       ] 
33,c1ccc(C2CCC2)cc1,[ 1.33593568 -5.3       ] 
34,Cc1ccc(CN2CCCCCC2)cc1,[ 1.41252158 -6.7       ] 
35,c1ccc(CCN2CCCC2)cc1,[ 1.36359951 -5.7       ] 
36,c1ccc(CCN2CCCCC2)cc1,[ 1.3939652 -6.3      ] 
37,c1ccc(CC2CCC2)cc1,[ 1.37179986 -5.8       ] 
38,CCCCCNc1ccccc1,[ 1.3670075 -5.7      ] 
39,CCCc1cccc(C)c1,[ 1.34810069 -5.3       ] 
40,c1ccc(CCN2CCCCCC2)cc1,[ 1.42413927 -6.7       ] 
41,OCCCCCc1ccccc1,[ 1.3728664 -5.6      ] 
42,CCCCCc1ccccc1C,[ 1.40362708 -6.1       ] 
43,c1ccc(CCC2CCC2)cc1,[ 1.41364134 -6.3       ] 
44,c1ccc(CC2CCCC2)cc1,[ 1.41236464 -6.2       ] 
45,c1ccc(CCCN2CCC2)cc1,[ 1.38276485 -5.6       ] 
46,c1ccc(-c2cccc(C3CCC3)c2)cc1,[ 1.48637924 -7.6       ] 
47,c1ccc(CC2CCCCC2)cc1,[ 1.43694508 -6.6       ] 
48,c1ccc(C2CCCCC2)cc1,[ 1.41950695 -6.2       ] 
49,CCCCCCNc1ccccc1,[ 1.40547983 -5.9       ] 
50,c1ccc(C2CCCCCC2)cc1,[ 1.44353797 -6.6       ] 
51,CCc1ccccc1C,[ 1.36063478 -4.9       ] 
52,CCCCCCNCc1ccccc1,[ 1.40569897 -5.8       ] 
53,c1ccc(C2CCCC2)cc1,[ 1.39616817 -5.6       ] 
54,c1ccc(CC2CCCCCC2)cc1,[ 1.46207179 -6.9       ] 
55,CC(=O)c1ccccc1C,[ 1.38230014 -5.3       ] 
56,c1ccc(CCCN2CCCCC2)cc1,[ 1.44758543 -6.6       ] 
57,c1ccc(CNC2CCC2)cc1,[ 1.41337233 -5.8       ] 
58,c1ccc(OCCN2CCC2)cc1,[ 1.39840372 -5.5       ] 
59,c1ccc(-c2ccccc2CN2CCCC2)cc1,[ 1.4938385 -7.4      ] 
60,Cc1cccc(CN2CCC2)c1,[ 1.40978048 -5.6       ] 
61,Cc1ccc(CCN2CCC2)cc1,[ 1.42489547 -5.8       ] 
62,ClCc1ccccc1,[ 1.35045081 -4.3       ] 
63,c1ccc(CCC2CCCCC2)cc1,[ 1.4757663 -6.7      ] 
64,Cc1cccc(CN2CCCCC2)c1,[ 1.46610873 -6.5       ] 
65,CCCc1ccccc1Cl,[ 1.3963397 -5.1      ] 
66,Cc1ccccc1N1CCC1,[ 1.40161919 -5.2       ] 
67,c1ccc(OCCCN2CCC2)cc1,[ 1.43012899 -5.7       ] 
68,CCc1ccc(CN2CCCCCC2)cc1,[ 1.48525977 -6.8       ] 
