0,Clc1ccc(-c2ccc(Cl)cc2)cc1,[0.65895118 1.05292608 4.6604    ] 
1,Cc1ccc(-c2ccc(C)cc2)cc1,[0.62564145 1.00408378 3.97044   ] 
2,Cc1ccc(-c2ccccc2)cc1,[0.60920166 1.06977983 3.66202   ] 
3,c1ccc(Oc2ccccc2)cc1,[0.67003638 1.05534036 3.4789    ] 
4,c1ccc(CCc2ccccc2)cc1,[0.6814602  1.01418286 3.4718    ] 
5,c1ccc(Cc2ccccc2)cc1,[0.64520019 1.02842557 3.2774    ] 
6,c1ccc(Nc2ccccc2)cc1,[0.72580301 1.08434628 3.4302    ] 
7,c1ccc(COc2ccccc2)cc1,[0.71098262 1.08655092 3.2656    ] 
8,O=C(Nc1ccccc1)c1ccccc1,[0.78749139 1.05744955 2.9389    ] 
9,Clc1ccc(-c2ccccc2)cc1,[0.63461724 1.09548631 4.007     ] 
10,COc1ccc(-c2ccccc2)cc1,[0.69496494 1.09674062 3.3622    ] 
11,Fc1ccc(-c2ccccc2)cc1,[0.61724455 1.10489441 3.4927    ] 
12,O=C(O)c1ccccc1,[0.61060354 1.05491724 1.3848    ] 
13,c1ccc(CCCCc2ccccc2)cc1,[0.64703564 1.13273828 4.252     ] 
14,Cc1ccc(C(=O)Nc2ccccc2)cc1,[0.81127882 1.13907858 3.24732   ] 
15,CCOc1ccc(C)cc1,[0.60621612 1.13663036 2.39372   ] 
16,O=C(NCc1ccccc1)c1ccccc1,[0.83034453 1.14185748 2.6166    ] 
17,c1ccc(CCCc2ccccc2)cc1,[0.6961793  1.14428267 3.8619    ] 
18,CCc1ccc(OC)cc1,[0.60558038 1.1384353  2.2576    ] 
19,Cc1ccccc1-c1ccccc1,[0.60920166 1.15188024 3.66202   ] 
20,O=C(c1ccccc1)c1ccccc1,[0.65247329 1.15392862 2.9176    ] 
21,Cc1cccc(-c2ccccc2)c1,[0.60920166 1.15925513 3.66202   ] 
22,O=C(Nc1ccccc1)c1ccc(Cl)cc1,[0.84093265 1.16031436 3.5923    ] 
23,Cc1ccc(OCc2ccccc2)cc1,[0.73215115 1.16143102 3.57402   ] 
24,Cc1ccccc1NC(=O)c1ccccc1,[0.81127882 1.16699965 3.24732   ] 
25,CCCOc1ccccc1,[0.61988137 1.16702693 2.4754    ] 
26,CCc1ccc(-c2ccccc2)cc1,[0.6600722  1.16972674 3.916     ] 
27,CCOc1ccc(Cl)cc1,[0.64001329 1.17151772 2.7387    ] 
28,c1ccc(CNc2ccccc2)cc1,[0.7694585  1.17172454 3.2987    ] 
29,c1ccc(N(c2ccccc2)c2ccccc2)cc1,[0.61597443 1.1761468  5.1564    ] 
30,O=C(Cc1ccccc1)Nc1ccccc1,[0.83058517 1.17684406 2.8678    ] 
31,COc1ccccc1-c1ccccc1,[0.69496494 1.17715638 3.3622    ] 
32,COc1cccc(-c2ccccc2)c1,[0.69496494 1.18123256 3.3622    ] 
33,Fc1ccccc1-c1ccccc1,[0.61724455 1.18182437 3.4927    ] 
34,Clc1ccc(OCc2ccccc2)cc1,[0.75895323 1.18363207 3.919     ] 
35,CCOc1ccc(F)cc1,[0.6116327  1.18428585 2.2244    ] 
36,Clc1cccc(-c2ccccc2)c1,[0.63461724 1.18564663 4.007     ] 
37,Cc1ccc(Oc2ccccc2)cc1,[0.68959686 1.18632524 3.78732   ] 
38,Clc1ccccc1-c1ccccc1,[0.63461724 1.18825918 4.007     ] 
39,c1ccc(CCCCCc2ccccc2)cc1,[0.62686783 1.18974278 4.6421    ] 
40,Cc1ccc(COc2ccccc2)cc1,[0.73215115 1.18989116 3.57402   ] 
41,CCOc1ccc(-c2ccccc2)cc1,[0.72938882 1.19081948 3.7523    ] 
42,Cc1ccc(Cc2ccccc2)cc1,[0.66551659 1.19126595 3.58582   ] 
43,Fc1ccc(OCc2ccccc2)cc1,[0.74071826 1.19175724 3.4047    ] 
44,COc1ccc(-c2ccc(C)cc2)cc1,[0.71500366 1.19311237 3.67062   ] 
45,Cc1ccc(-c2ccc(Cl)cc2)cc1,[0.64643462 1.19546328 4.31542   ] 
