N=O,3.8227217651032372,-2.4,3.984612464904785
CC1=CCC(=O)O1,3.6314956513014067,-3.9,4.802131175994873
COCF,2.8425845849295186,-2.4,4.890896320343018
CC=C(C)C=O,3.35265054828616,-3.7,5.150199890136719
CNCCl,3.171907661852595,-2.7,5.274704217910767
C=CC=CCl,4.119449684063511,-3.4,5.375185251235962
FCC1CCC1,2.4787228559784698,-3.8,5.433634042739868
FC1CC23CC1C2CON3,6.7878070190990245,-5.0,6.016245603561401
CCOCF,3.015485187022092,-2.8,6.09787392616272
BrCc1ccn[nH]1,3.174789740370233,-3.9,6.238420009613037
CN1CNCC1CF,4.187252659975536,-4.0,6.453054666519165
CC1CC2CCCC(C)C(C)(C)C12,3.863921294474083,-5.9,6.621706008911133
ClCOc1cccs1,3.0729845844955213,-3.9,7.043746709823608
CC(F)c1sccc1N,3.564604155067993,-4.6,7.280433416366577
CC1NNCCN(C)OC(C)C1C,5.361552918810858,-5.6,7.381280183792114
O=CCC1CCCCO1,3.0188162852455065,-4.2,7.662248611450195
CCc1ccccc1CCl,1.7533182677744161,-5.0,7.948899745941162
CC1CCCC=C(Cl)CCCC(=O)NC1,3.766508491411864,-6.5,8.043073177337646
FCC=Cc1ccno1,3.6957025634385747,-4.5,8.165708541870117
O=CCc1ccc(F)cc1,1.8454792567854046,-4.9,8.212907314300537
CC=COC(=O)CCl,3.4422116270182155,-4.1,8.198485136032104
CCCCNC=O,2.413536946847966,-3.9,8.342979192733765
CC(=O)OCC=CF,3.070996242402831,-3.9,8.77871060371399
CN1CNCCC2CC3(CCOC3)OCC2C1,4.875116409983248,-6.7,8.8400297164917
CC=Cc1ccccc1CCl,2.2867368127240297,-5.5,9.137900829315186
O=CC1CN(CCF)C1,3.1962203149178636,-4.0,9.222495079040527
CN1CCOC(CCN)C1,3.0819576024300375,-5.0,9.252408742904663
CN1CCOCCCC(C)(CN)CC1,3.5360642423237554,-5.5,9.453076362609863
CC(CCl)NCCCl,3.4432026100254873,-3.5,9.846960306167603
C=CC=CC=CCCF,3.5765566226101715,-4.8,10.156798124313354
CC=C(F)CC(C=O)CC,4.120327467180671,-4.7,10.39428448677063
O=CCC=C1CCCC1CF,4.130429461807159,-5.0,10.727195262908936
CCC(C=O)(CC)CC=O,3.573613153657761,-4.2,11.456589221954346
C=C(C)CC(C)c1cnn(C)c1,3.2301071323271966,-5.3,11.54400897026062
CCCCCC(C)(C)CC,2.1040729169713703,-5.0,12.038289785385132
NCC1CN1c1cnoc1C=O,4.4006280045943384,-4.6,12.477647066116333
CCC1C(C)=CC1(C)CCC=O,4.4207950294812175,-5.1,12.553477048873901
CC1CC2(C3CCCC3(C)C)CCCC12,4.119895981950493,-6.1,12.651454210281372
O=CCCC1CCCC(CO)C1,3.2620058326486374,-5.3,13.037684679031372
O=CNCCCN1CC(O)C1,2.613561874758769,-4.3,13.356629371643066
CC(C)CC(=O)NC1C(C)CCC1C,3.164672593266557,-6.0,13.679317951202393
CCC(=CCBr)CCC(C)N,3.5774365637152616,-4.9,14.305502653121948
CCC1CN(C(=O)NCNC(C)=O)C1,2.6031591719707237,-6.1,14.617463827133179
CCC1(C)NC(=O)N1C1CCCNCC1,3.883863647316856,-5.8,14.94490909576416
CCCCc1ccccc1CCC,1.6156842406533158,-5.8,15.042748212814331
CCC1CCC(N(C)C2CCOCC2)C1,3.2709310636214814,-6.4,15.137208700180054
CC=CC(Cl)c1ccccc1CNC,3.2236783311677097,-6.1,15.867085456848145
CC=CC12CCCC(CNC)CC(C)N1C2,4.6070854044289735,-6.1,16.39822292327881
CNCCOCCCCF,2.450798487554634,-4.1,16.866409063339233
Cc1ccccc1C=CC=C1C(=O)OC(=O)C2OC12,3.8101552962132814,-7.9,16.918231964111328
CN(C=O)CCCCc1cccs1,2.5391441159131922,-5.1,17.0630202293396
CCCC(C)(C)c1cc(OC)ccc1N,2.1944138880346866,-5.9,17.383307456970215
Nc1ccsc1CCCCC=CF,2.9852559662250435,-5.5,19.74651288986206
CCC(CCC(C)C)CC1OC=C1C,3.8919683148991195,-5.8,19.9664204120636
CCCCCCCNCC=O,2.2233839591260143,-4.4,20.011188745498657
CCCC(CC)CCC1CCCC(F)C1,3.539171128774502,-6.5,21.038045644760132
O=CNCc1c[nH]nc1C1=CC(O)CCOC=C1,4.503715242473404,-6.7,21.987406730651855
CCCCCC=CC(F)=CC=CCF,3.4821693430885876,-5.9,22.17426109313965
COC=CCc1nc(C2OCC3CCC2N3)no1,5.318107601216058,-6.8,22.26714253425598
O=C(CCC=CC=CCCF)NCF,3.3978498164613686,-5.7,22.671959161758423
CNC(C)NCC1(C)CC(C(C)C=O)C1,4.434446572084396,-5.7,23.90207076072693
CC(CCNCC=O)Cc1cccs1,3.1349355796884204,-5.3,24.266048669815063
COCCCCC(=O)NCCC1CO1,2.519029810457651,-5.0,26.282646417617798
CC1CCC(C)N1C(=O)CC1(CCC(F)F)CCC1,3.6616856129553623,-6.7,26.660176753997803
CCN(C(=O)C1(C)CCCC1)C1COCC1CC=O,3.951135847737228,-6.0,27.12298345565796
CCOCCCCC(=O)NC1CCCOC1,2.5776662619867547,-5.9,27.91861891746521
CCOC1C(CC)C2CCCC1(C)C2OCC(C)C,5.0064712286971425,-5.9,29.605043172836304
CCNCC(c1ccc(F)cc1)N(C)CCC=O,2.9451914199881966,-5.7,33.42411661148071
COCCCCNC(=O)CCCCOC,1.7860232286940274,-5.1,33.5695915222168
CCCOCN(C)CCOCCNC=O,2.982578173748971,-5.1,35.16244602203369
CCN(CCCC(C)C(C)CCC=O)C(C)=O,3.389643703760089,-5.7,35.59465146064758
CCCCC(=CCCCC(C)C=O)CNC,3.4634155322816778,-5.5,37.248401403427124
O=CNCCOCCCCNc1cnoc1,2.9951445473614253,-5.3,37.64548587799072
CCCCCC(C)C(C)(O)OCCC(C)(N)CC,3.9780929262594373,-6.0,44.7993700504303
CC(N(C=O)C(F)COCc1nc[nH]n1)C1(C)CCCC1,4.759781524620282,-7.0,45.384209871292114
CCc1nn(C)cc1CNC(=O)NCNCC1C=CCC1,3.5917336144284517,-7.1,50.264909505844116
CCCCCC=CC(N)C(=O)CC(CC)C1CCCC1,3.635711983245036,-6.7,53.125428438186646
CC(CCC(F)NC(C)(C)CCCC=O)CN(C)C,4.034011296213281,-5.6,54.027604818344116
CCCC=CC=CC(CC)CC(C)NCCC(C)C,3.75046358023695,-6.4,55.17741513252258
COC(F)=CC=CC=COCCCCC(=O)N1CC=CCC1,3.543299181362581,-7.4,62.66635346412659
CCCCCC=CF,2.5762488897554796,-4.3,8.905107736587524
CCC=CCCCCCC,2.0417880479941957,-5.0,12.685232162475586
