,i,smi,qed,logp
0,0,c1ccc(-c2ccc(-c3ccccc3-c3ccccc3)cc2)cc1,1.0574006111750833,-9.4
1,1,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,1.0,-8.1
2,2,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1.0,-8.0
3,3,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.0268896615884557,-8.2
4,4,c1ccc(-c2cccc(-c3cccc(-c4cccc(-c5ccccc5)c4)c3)c2)cc1,1.1320884775223767,-10.2
5,5,c1ccc(-c2ccc(-c3cccc(-c4ccccc4)c3)cc2)cc1,1.066721765021235,-8.6
6,6,c1ccc(-c2ccccc2-c2ccccc2)cc1,1.0,-7.2
7,7,c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)cc1,1.1195146313685314,-9.1
8,8,Cc1ccc(-c2ccc(C)cc2)cc1,1.0040837771265991,-6.7
9,9,c1ccc(CCc2ccccc2)cc1,1.014182862295245,-6.8
10,10,c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2)cc1,1.052922015068658,-7.5
11,11,c1ccc(Cc2ccc(Cc3ccccc3)cc2)cc1,1.075501468865891,-7.9
12,12,c1ccc(-c2ccccc2)cc1,1.0,-6.1
13,13,c1ccc(Cc2ccccc2)cc1,1.0284255677733025,-6.5
14,14,c1ccc(-c2ccc(-c3ccccc3-c3ccccc3-c3ccccc3)cc2)cc1,1.1811229077351513,-9.5
15,15,Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1.104094624644885,-7.9
16,16,c1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccccc5)c4)cc3)c2)cc1,1.1433739967057264,-8.5
17,17,Clc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1.1215383059635649,-7.9
18,18,Fc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1.1279223718976326,-7.8
19,19,Cc1ccc(-c2ccccc2)cc1,1.0697798309804867,-6.5
20,20,c1ccc(Oc2ccccc2)cc1,1.0553403606727105,-6.2
21,21,c1ccc(COc2ccccc2)cc1,1.0865509153624693,-6.6
22,22,c1ccc(-c2ccccc2-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1,1.2683957300611617,-10.2
23,23,c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)cc1,1.317823545164849,-11.1
24,24,c1ccc(Nc2ccccc2)cc1,1.0843462778324717,-6.4
25,25,CCc1ccccc1,1.0,-4.7
26,26,c1ccc(-c2ccc(Cc3ccc(-c4ccccc4)cc3)cc2)cc1,1.1668555497415838,-7.8
27,27,c1ccc(CCCCc2ccccc2)cc1,1.1327382804544328,-7.1
28,28,Cc1ccccc1,1.0,-4.4
29,29,Clc1ccc(-c2ccccc2)cc1,1.0954863087132818,-6.3
30,30,c1ccc(-c2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,1.1474580112800439,-7.3
31,31,COc1ccccc1,1.0,-4.3
32,32,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,1.2044349980468247,-8.3
33,33,Fc1ccc(-c2ccccc2)cc1,1.1048944058792731,-6.3
34,34,Fc1ccccc1,1.0,-4.2
35,35,c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,1.2059243135494242,-8.3
36,36,Cc1ccccc1C,1.0337432953498862,-4.8
37,37,Clc1ccccc1,1.0,-4.1
38,38,c1ccc(Cc2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,1.20406705715296,-8.1
39,39,c1ccc(CCCc2ccccc2)cc1,1.1442826693129504,-6.9
40,40,Oc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1.209664130139391,-8.2
41,41,CCOc1ccccc1,1.041975344503662,-4.7
42,42,Cc1cccc(-c2ccccc2)c1,1.1592551346242104,-7.0
43,43,c1ccc(-c2cccc(-c3ccc(-c4ccccc4-c4ccccc4)cc3)c2)cc1,1.3099039855155805,-9.9
