0,c1ccc(Cc2ccc(Cc3ccccc3)cc2)cc1,[0.62611083 1.07550147 4.8682    ] 
1,Cc1ccc(-c2ccccc2)cc1,[0.60920166 1.06977983 3.66202   ] 
2,c1ccc(CCc2ccccc2)cc1,[0.6814602  1.01418286 3.4718    ] 
3,c1ccc(Oc2ccccc2)cc1,[0.67003638 1.05534036 3.4789    ] 
4,c1ccc(Cc2ccccc2)cc1,[0.64520019 1.02842557 3.2774    ] 
5,O=C(Nc1ccccc1)c1ccccc1,[0.78749139 1.05744955 2.9389    ] 
6,c1ccc(Nc2ccccc2)cc1,[0.72580301 1.08434628 3.4302    ] 
7,c1ccc(COc2ccccc2)cc1,[0.71098262 1.08655092 3.2656    ] 
8,Clc1ccc(-c2ccccc2)cc1,[0.63461724 1.09548631 4.007     ] 
9,COc1ccc(-c2ccccc2)cc1,[0.69496494 1.09674062 3.3622    ] 
10,Fc1ccc(-c2ccccc2)cc1,[0.61724455 1.10489441 3.4927    ] 
11,O=C(O)c1ccccc1,[0.61060354 1.05491724 1.3848    ] 
12,CC(=O)Nc1ccccc1,[0.62279948 1.11257761 1.645     ] 
13,c1ccc(CCCCc2ccccc2)cc1,[0.64703564 1.13273828 4.252     ] 
14,O=C(NCc1ccccc1)c1ccccc1,[0.83034453 1.14185748 2.6166    ] 
15,c1ccc(CCCc2ccccc2)cc1,[0.6961793  1.14428267 3.8619    ] 
16,Cc1ccccc1-c1ccccc1,[0.60920166 1.15188024 3.66202   ] 
17,O=C(c1ccccc1)c1ccccc1,[0.65247329 1.15392862 2.9176    ] 
18,Cc1cccc(-c2ccccc2)c1,[0.60920166 1.15925513 3.66202   ] 
19,Cc1ccc(OCc2ccccc2)cc1,[0.73215115 1.16143102 3.57402   ] 
20,CCc1ccc(-c2ccccc2)cc1,[0.6600722  1.16972674 3.916     ] 
21,c1ccc(CNc2ccccc2)cc1,[0.7694585  1.17172454 3.2987    ] 
22,O=C(Cc1ccccc1)Nc1ccccc1,[0.83058517 1.17684406 2.8678    ] 
23,COc1ccccc1-c1ccccc1,[0.69496494 1.17715638 3.3622    ] 
24,COc1cccc(-c2ccccc2)c1,[0.69496494 1.18123256 3.3622    ] 
25,Fc1ccccc1-c1ccccc1,[0.61724455 1.18182437 3.4927    ] 
26,Clc1cccc(-c2ccccc2)c1,[0.63461724 1.18564663 4.007     ] 
27,Cc1ccc(Oc2ccccc2)cc1,[0.68959686 1.18632524 3.78732   ] 
28,Clc1ccccc1-c1ccccc1,[0.63461724 1.18825918 4.007     ] 
29,c1ccc(CCCCCc2ccccc2)cc1,[0.62686783 1.18974278 4.6421    ] 
30,Cc1ccc(COc2ccccc2)cc1,[0.73215115 1.18989116 3.57402   ] 
31,CCOc1ccc(-c2ccccc2)cc1,[0.72938882 1.19081948 3.7523    ] 
32,Cc1ccc(Cc2ccccc2)cc1,[0.66551659 1.19126595 3.58582   ] 
33,Fc1ccc(OCc2ccccc2)cc1,[0.74071826 1.19175724 3.4047    ] 
34,CNC(=O)c1ccccc1,[0.61223191 1.19216827 1.0462    ] 
35,O=C(Nc1ccccc1)Nc1ccccc1,[0.78719519 1.19612851 3.3306    ] 
36,c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,[0.62093389 1.20237047 5.1459    ] 
37,CCC(=O)Nc1ccccc1,[0.68450931 1.20471795 2.0351    ] 
38,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,[0.60761886 1.204435   5.1388    ] 
39,c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,[0.61156314 1.20592431 4.9444    ] 
40,O=C(OCc1ccccc1)c1ccccc1,[0.73079757 1.20619496 3.0436    ] 
41,COc1ccc(Oc2ccccc2)cc1,[0.75463951 1.20743487 3.4875    ] 
42,Clc1ccc(Oc2ccccc2)cc1,[0.71481668 1.21015075 4.1323    ] 
43,Cc1ccccc1C(=O)Nc1ccccc1,[0.81127882 1.21067523 3.24732   ] 
44,O=C(O)Cc1ccccc1,[0.66518023 1.21075673 1.3137    ] 
45,c1ccc(CCOc2ccccc2)cc1,[0.73198765 1.21154543 3.3081    ] 
46,CCNC(=O)c1ccccc1,[0.67685527 1.21187329 1.4363    ] 
47,COc1ccc(Cc2ccccc2)cc1,[0.73499628 1.21203871 3.286     ] 
48,Clc1ccc(COc2ccccc2)cc1,[0.75895323 1.21209221 3.919     ] 
49,COc1ccc(COc2ccccc2)cc1,[0.77722895 1.21317106 3.2742    ] 
50,Clc1ccc(Cc2ccccc2)cc1,[0.69242733 1.21509147 3.9308    ] 
