0,CCc1ccccc1-c1ccccc1C=C(C)Cl,[0.67871535 5.5156     2.1895195 ] 
1,CCCc1ccccc1-c1ccccc1C=C(C)Cl,[0.64818716 5.9057     2.22277202] 
2,Cc1sccc1Cc1ccccc1C=CCCO,[0.85773544 4.04292    2.62782874] 
3,COCCCCc1ccccc1Nc1ccccn1,[0.76515348 3.7943     1.89491982] 
4,CCc1ccccc1COCc1ccccc1C(C)CO,[0.83046939 4.0616     2.570079  ] 
5,Oc1ccccc1Oc1ccccc1C1COC=C1F,[0.91342989 4.1092     3.05852815] 
6,CCCc1ccccc1-c1nnccc1CCC,[0.78762115 4.0486     2.32010596] 
7,CCc1ccccc1-c1ccccc1C=CCCl,[0.6624326  5.168      2.13621572] 
8,CCCCc1ccccc1C=CCc1cncnc1C,[0.7749131  4.38352    2.50433967] 
9,COCCCCc1ccccc1-c1ncccc1N,[0.80663728 3.2999     2.09078796] 
10,Cc1ccccc1OCOc1ccccc1CCC=CCl,[0.66281006 5.09542    2.27521714] 
11,C=C(CCCC)c1ccccc1OC(C)C,[0.67345436 4.6772     2.13685896] 
12,CCOCCc1ccccc1-c1ccccc1C=C(C)Cl,[0.6371196  5.5322     2.34292131] 
13,CCc1ccnnc1CCCc1ccccc1C,[0.79876338 3.52272    2.31449028] 
14,Cc1occc1-c1ccccc1C=CCO,[0.85028931 3.26052    2.45816553] 
15,OCCCc1ccccc1Nc1ccccn1,[0.82672272 2.7501     1.90433274] 
16,ClC=Cc1ccccc1-c1cccs1,[0.69271081 4.6246     2.32226708] 
17,CC=Cc1ccccc1-c1[nH]ccc1C=CC,[0.77261591 4.7479     2.94137208] 
18,CCCCCOc1ccccc1NCC,[0.68845472 3.6874     1.64641612] 
19,CCCCc1ccccc1CCc1ccccc1CCl,[0.58517375 5.5532     1.95458052] 
20,CCCc1oncc1CCc1ccccc1C,[0.78059866 3.72072    2.40636517] 
21,CCCCC(C)NCc1ccccc1C,[0.74699084 3.66332    2.161223  ] 
22,CCCC(C)c1ccccc1NCC,[0.74081735 4.022      2.3701091 ] 
23,COc1ccccc1C=C(C)CCCCCN,[0.73000671 3.6176     2.02171177] 
24,CCCCc1ccccc1C=C(C)Cl,[0.6770715  4.6288     2.29549005] 
25,CCCC=Cc1[nH]ncc1-c1ccncc1C,[0.86673785 3.59342    2.90050897] 
26,ClC=CCc1ccc(-c2cccnc2)s1,[0.7805302  4.1051     2.71941913] 
27,CCCCCC=Cc1ccccc1Cl,[0.6020628  4.9335     1.85746174] 
