,i,smi,qed,logp
0,0,c1ccc(-c2cccc(-c3cccc(-c4ccccc4)c3)c2)cc1,1.0654412458378886,-10.2
1,1,c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)cc1,1.317823545164849,-11.1
2,2,c1ccc(-c2ccccc2-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1,1.2683957300611617,-10.2
3,3,c1ccc(-c2ccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)cc2)cc1,1.3510705233180804,-10.5
4,4,c1ccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccccc4-c4ccccc4)c3)c2)cc1,1.444098804973084,-11.4
5,5,c1ccc(-c2cccc(-c3cccc(-c4ccccc4-c4ccccc4)c3)c2)cc1,1.353659370130968,-10.4
6,6,c1ccc(-c2cccc(Oc3cccc(-c4ccccc4)c3)c2)cc1,1.3645986506908088,-10.4
7,7,c1ccc(-c2cccc(-c3ccccc3-c3cc(-c4ccccc4)cc(-c4ccccc4)c3)c2)cc1,1.5199312402114806,-12.1
8,8,c1ccc(-c2cccc(-c3ccccc3-c3ccccc3)c2)cc1,1.2860817538310911,-9.3
9,9,O=C(Nc1ccccc1)c1ccccc1,1.0574495523703487,-6.9
10,10,c1ccc(-c2cccc(Nc3cccc(-c4ccccc4)c3)c2)cc1,1.3831746506908082,-10.2
11,11,c1cccc(-c2ccccc2)cc(-c2cccc(-c3ccccc3)c2)ccc1,1.4308916637033278,-10.7
12,12,Fc1cccc(-c2cccc(-c3cccc(-c4ccccc4)c3)c2)c1,1.4359662681544254,-10.5
13,13,c1ccc(-c2cccc(-c3ccccc3-c3ccccc3-c3ccccc3)c2)cc1,1.3885320617796175,-9.8
14,14,c1ccc(-c2ccc(Oc3cccc(-c4ccccc4)c3)cc2)cc1,1.417009671285184,-9.9
15,15,c1ccc(-c2ccc(Cc3cccc(-c4ccccc4)c3)cc2)cc1,1.4373376712851815,-10.1
16,16,c1ccc(-c2cccc(-c3ccccc3-c3ccccc3-c3ccccc3-c3ccccc3)c2)cc1,1.4772543171345571,-10.5
17,17,c1ccc(Cc2cccc(-c3cccc(-c4ccccc4)c3)c2)cc1,1.4483961219994885,-10.1
18,18,O=C(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.2884744142704605,-8.4
19,19,c1ccc(-c2ccc(-c3ccccc3-c3ccccc3)c(-c3ccccc3)c2)cc1,1.4316951117402308,-9.8
20,20,Clc1ccc(-c2ccccc2)cc1,1.0954863087132818,-6.3
21,21,c1ccc(Oc2cccc(Oc3cccc(-c4ccccc4)c3)c2)cc1,1.4875054081922237,-10.3
22,22,c1ccc(-c2cccc(-c3cccc(-c4ccccc4)c3-c3cccc(-c4ccccc4)c3)c2)cc1,1.5957864551099021,-11.5
23,23,c1ccc(Nc2cccc(-c3cccc(-c4ccccc4)c3)c2)cc1,1.461594275845643,-10.0
24,24,O=C(c1ccccc1)c1ccccc1,1.1539286157108997,-6.8
25,25,Fc1ccccc1-c1cccc(-c2cccc(-c3ccccc3)c2)c1,1.5307287565242689,-10.6
26,26,Cc1ccccc1-c1cccc(-c2ccccc2-c2cccc(-c3ccccc3)c2)c1,1.6024557148696505,-11.3
27,27,Cc1ccccc1C(=O)Nc1ccccc1,1.2106752312011757,-7.1
28,28,Cc1cccc(-c2cccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)c1,1.6018476881138,-11.2
29,29,c1ccc(-c2cccc(-c3cncc(-c4ccccc4)c3)c2)cc1,1.5034552147105167,-10.1
30,30,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,1.393947491097574,-8.9
31,31,c1ccc(-c2cccc(-c3cccc(-c4ccccc4-c4ccccc4-c4ccccc4)c3)c2)cc1,1.479386368416609,-9.8
32,32,c1ccc(-c2cccc(-c3cccc(-c4ccncc4)c3)c2)cc1,1.513709060864361,-10.1
33,33,c1ccc(Cc2cccc(-c3ccccc3-c3cccc(-c4ccccc4)c3)c2)cc1,1.6319045102695746,-11.4
34,34,Clc1cccc(-c2ccccc2)c1,1.1856466325999193,-6.6
35,35,Clc1ccccc1-c1cccc(-c2cccc(-c3ccccc3)c2)c1,1.5340331224286352,-10.2
36,36,c1ccc(-c2cccc(-c3ccc(-c4ccccc4)c(-c4ccccc4)c3)c2)cc1,1.434253573278692,-9.1
